DepartamentoCodigo	MateriaCodigo	MateriaDescripcion	totalProfesores	conTituloCompatible	conTituloYFormacionCompatible
3	612	METODOLOGIA DE LA INVESTIGACION (TRAB. CIENTIFICO)	1	1	1
3	621	NUTRICION/DIETETICA                               	5	3	0
3	635	ECOTURISMO                                        	3	1	0
3	652	PASANTIA                                          	13	0	0
3	675	PRODUCCION VEGETAL                                	1	0	0
3	676	PRODUCCION ANIMAL                                 	1	1	0
3	690	PUBLICIDAD                                        	2	1	0
3	693	PSICOLOGIA (DEPORTIVA)                            	161	8	6
3	697	QUIMICA                                           	116	54	53
3	720	SOCIOLOGIA                                        	80	74	70
3	730	SEGURIDAD E HIGIENE/ALIMENTARIA                   	1	1	0
3	756	TECNICAS INSTRUMENTALES                           	2	0	0
3	781	TALLER DE DISEÑO                                  	1	0	0
3	786	GABINETE DE INFORMATICA - HARDWARE                	6	6	2
3	787	GABINETE DE INFORMATICA - SOFTWARE                	10	9	3
3	831	REFRIGERACION Y CALEFAC.DE INSTALACIONES          	2	0	0
3	875	TECNOLOGIA MECANICA                               	3	1	1
3	892	ANTROPOLOGIA SOCIAL Y CULTURAL                    	101	66	57
3	903	HOTELERIA                                         	2	0	0
3	904	GASTRONOMIA                                       	2	0	0
3	933	ANATOMIA                                          	1	0	0
3	935	NUTRICION DEL DEPORTISTA                          	1	0	0
3	942	TOPOGRAFIA (PRACTICA)                             	1	0	0
3	995	PLAN OPTATIVO/PLAN DIFERENCIADO                   	169	0	0
3	999	NO CORRESPONDE                                    	1	0	0
3	1006	COOPERATIVISMO / INTRODUCCION                     	1	0	0
3	1192	ADMINISTRACION TURISTICA                          	2	0	0
3	1215	CIENCIAS BASICAS APLICADAS                        	2	2	2
3	1245	COMUNICACION ORAL Y ESCRITA                       	28	1	0
3	1398	FRUTICULTURA-SILVICULTURA-HORTICULTURA            	18	14	3
3	1399	AGRICULTURA Y PASTURA                             	18	12	3
3	1403	FILOSOFIA Y ANTROPOLOGÍA SOCIAL                   	173	6	4
3	1404	ORIENT.EDUC.Y SOCIOLABORAL SERV.SOCIAL Y PROD.COMU	267	40	32
3	1405	INVESTIGACIÓN SOCIAL Y ESTADÍSTICA                	157	117	99
3	1406	AGROECOLOGIA-METEROLOGÍA-BIOLOGIA GRAL.           	12	4	1
3	1407	ADMIN.RECURSOS NATUR.GEOLOGICOS Y EDAFOLOGICOS    	8	0	0
3	1408	LEGISLACIÓN AMBIENTAL-EVAL. IMPACTO AMBIENTAL     	9	2	0
3	1409	METOD.DE LA INVEST. SOCIOLOGIA.RURAL Y URBANA     	8	4	4
3	1410	DISEÑO Y ELAB. DE PROY.ECONOMÍA AMBIENTAL         	6	0	0
3	1416	CONTABILIDAD Y LEGISLACIÓN APLICADA               	40	33	23
3	1417	TURISMO Y ECOTURISMO                              	3	2	2
3	1418	ENFERMERÍA Y PRÁCTICA                             	9	7	1
3	1419	SALUD PÚBLICA Y COMUNITARIA                       	12	7	1
3	1424	TALLER AUTOMOTRIZ-SEGURIDAD e HIGIENE             	3	1	1
3	1425	INSTALACIÓN INDUSTRIAL -CÁLCULOS MECÁNICOS        	2	0	0
3	1426	TALLER MECÁNICO -MANTEN. MECAN.Y TECN. MATERIALES 	2	1	0
3	1428	LABORAT. Y TECNOL.(MATE.YTECN.DE CONST Y LABORAT.)	2	1	0
3	1429	TALLER DE MECÁNICA-SEGURIDAD e HIGIENE            	5	0	0
3	1435	GEOLOGIA Y EDUCACION AMBIENTAL Y SALUD            	39	5	5
3	1439	PROYECTO Y DIBUJO TECNICO                         	3	1	1
3	1440	TALLER E INSTALACIONES                            	3	0	0
3	1442	TECNOLOG. ALTERNATIVA-INDUST. ALIMENT. Y ORGANICAS	5	0	0
3	1486	LOGICA MATEMATICA Y ESTADISTICA                   	40	32	28
4	5	HISTORIA Y GEOGRAFIA                              	139	109	108
4	6	PROYECTO EDUCATIVO/INSTITUCIONAL/ELABORACION      	1	1	1
4	7	PROYECTO EDUCATIVO COMUNITARIO/PARTIC. COMUNITARIA	1	1	1
4	10	INVESTIGACION CIENTIF/SOCIAL/INICIACION/DIDACT/ACC	6	2	2
4	13	CIENCIAS DE LA NATURALEZA Y SALUD                 	114	81	81
4	23	ADMINISTRACION FINANCIERA                         	10	0	0
4	25	ADMINISTRACION RURAL                              	2	1	1
4	28	ADMINISTRACION DE EMPRESAS                        	11	10	3
4	29	DANZA PARAGUAYA/DANZA Y SU DIDACTICA              	2	1	1
4	30	ADMINISTRACION Y LEGISLACION                      	1	0	0
4	38	EDUCACION/FORMACION ETICA Y CIUDADANA             	137	105	103
4	39	SOCIOLOGIA Y ANTROPOLOGIA CULTURAL                	23	4	4
4	44	AGRICULTURA                                       	2	1	1
4	48	TEATRO                                            	3	1	1
4	49	ALGORITMIA/ALGORITMICA                            	16	6	2
4	52	CALCULO MECANICO                                  	1	0	0
4	56	ANATOMIA Y FISIOLOGIA                             	3	1	0
4	58	APLICACION DE LA LOGICA DIGITAL                   	1	0	0
4	75	ARTES PLASTICAS/ARTES PLASTICAS Y SUS DIDACTICAS  	5	4	4
4	102	SALUD (EDUC SANITARIA/EDUC P SALUD)               	5	1	0
4	110	BIOLOGIA                                          	13	9	9
4	139	CALCULO MERCANTILES Y FINANCIEROS                 	6	4	2
4	154	INSTALACIONES NEUMATICA-HIDRAULICAS               	1	1	0
4	174	ECONOMIA/AGROPECUARIA Y ADMINISTRACION RURAL      	4	0	0
4	175	MAQUINARIAS Y APEROS AGRICOLAS                    	4	0	0
4	185	CONTABILIDAD/CONTABILIDAD GENERAL                 	4	4	0
4	190	COMUNICACION/PRINCIPIOS                           	4	4	4
4	192	CONTABILIDAD Y GABINETE DE GESTION                	1	0	0
4	230	DIBUJO TECNICO                                    	9	0	0
4	233	EDUCACION AMBIENTAL Y SALUD                       	2	1	1
4	270	ECONOMIA/NOCIONES                                 	2	0	0
4	283	EDUCACION ARTISTICA/ARTES/EDUC. PARA EL ARTE      	120	80	80
4	293	EDUCACION FISICA/Y SUS TECNOLOGIAS/TEORÍA Y PRÁCT.	98	84	83
4	310	ECONOMIA Y GESTION                                	162	92	77
4	313	GESTION EMPRESARIAL                               	1	1	0
4	314	DISEÑO Y PROYECTO MECANICO                        	1	0	0
4	320	ELECTRONICA                                       	1	1	0
4	322	ELECTRONICA INDUSTRIAL                            	1	1	0
4	323	ELECTROTECNIA                                     	1	0	0
4	352	ORIENT. EDUCACIONAL Y SOCIOLABORAL (EDUC. EN VALOR	27	2	1
4	353	FARMACOLOGIA                                      	3	1	1
4	360	ESTADISTICA/APLICADA/PROBABILIDAD                 	3	1	1
4	365	FILOSOFIA (E.M)                                   	2	1	1
4	370	FISICA                                            	109	58	58
4	374	FRUTICULTURA                                      	1	1	0
4	383	GABINETE DE INFORMATICA - LABORATORIO             	9	6	2
4	384	GANADO MAYOR                                      	4	3	0
4	388	GANADO MENOR                                      	5	3	0
4	391	GEOLOGIA                                          	1	0	0
4	397	POLITICA/FILOSOFIA POLITICA                       	79	53	52
4	403	PORTUGUES                                         	2	0	0
4	406	ANALISIS DEL DISCURSO                             	6	5	5
4	408	LOGICA MATEMATICA (Y TEORIA DE CONJUNTOS) (ED. SUP	5	2	2
4	409	LABORATORIO DE ELECTROTECNIA(ELECTROT.-LABORAT)   	2	1	0
4	411	TALLER MECANICO                                   	1	1	0
4	419	SEMINARIO CONTABLE/GABINETE CONTABLE              	8	7	2
4	420	GUARANI (GUARA ÑEE                                	179	175	175
4	424	HORTICULTURA                                      	2	1	0
4	429	PATOLOGIA/PATOLOGIA GENERAL                       	2	1	0
4	434	EQUIPOS E IMPLEMENTOS (AGRICOLA)                  	1	0	0
4	435	INGLES                                            	71	46	43
4	436	INFORMATICA / APLICACIONES INFORMATICAS           	13	8	3
4	437	INSTALACIONES/ELECT.(DIB.TEC.TALLER-DIS-PROY-PRES)	1	1	0
4	452	INTRODUCCION A LA ECONOMIA                        	4	4	1
4	480	LABORATORIO                                       	2	0	0
4	511	LEGISLACION TRIBUTARIA                            	2	0	0
4	512	CIENCIAS SOCIALES/CIENCIAS SOCIALES Y SUS TECNOLOG	3	2	2
4	514	LEGISLACION APLICADA                              	1	1	1
4	551	CASTELLANO/LENG. Y LIT. CASTELL/LENG. Y LITERATURA	162	134	133
4	562	MAQUINAS AGRICOLAS                                	1	0	0
4	570	MARKETING/INTRODUCCION/GASTRONOMICO               	1	0	0
4	580	MATEMATICA / MATEMATICA Y SU DIDACTICA            	154	138	135
4	584	MATEMATICA APLICADA (INFORM. /A LA VIDA COTIDIANA)	12	11	10
4	611	MERCADOTECNIA                                     	2	2	2
4	620	MUSICA (EDUCACION MUSICAL)                        	2	1	1
4	621	NUTRICION/DIETETICA                               	2	0	0
4	635	ECOTURISMO                                        	1	0	0
4	650	PASTURA Y FORRAJE                                 	1	0	0
4	652	PASANTIA                                          	2	0	0
4	660	PRACTICA DE CAMPO                                 	1	0	0
4	693	PSICOLOGIA (DEPORTIVA)                            	139	5	3
4	697	QUIMICA                                           	109	74	66
4	720	SOCIOLOGIA                                        	87	81	73
4	730	SEGURIDAD E HIGIENE/ALIMENTARIA                   	1	0	0
4	731	SEGURIDAD E HIGIENE INDUSTRIAL                    	1	0	0
4	761	DIAGNOSTICO DE LA EDUCAC. PARAGUAYA/HISTORIA      	4	0	0
4	786	GABINETE DE INFORMATICA - HARDWARE                	5	5	2
4	787	GABINETE DE INFORMATICA - SOFTWARE                	5	4	1
4	816	RECURSOS NATURALES (DEL PARAGUAY)                 	1	0	0
4	831	REFRIGERACION Y CALEFAC.DE INSTALACIONES          	1	1	0
4	892	ANTROPOLOGIA SOCIAL Y CULTURAL                    	111	80	77
4	903	HOTELERIA                                         	1	0	0
4	904	GASTRONOMIA                                       	1	1	0
4	995	PLAN OPTATIVO/PLAN DIFERENCIADO                   	110	0	0
4	1004	ECONOMIA AGROPECUARIA                             	1	0	0
4	1058	PROYECTO DE PRODUCCION ARTESANAL                  	1	0	0
4	1187	MOLDES ARTESANALES                                	1	0	0
4	1192	ADMINISTRACION TURISTICA                          	3	0	0
4	1215	CIENCIAS BASICAS APLICADAS                        	5	2	2
4	1245	COMUNICACION ORAL Y ESCRITA                       	13	0	0
4	1398	FRUTICULTURA-SILVICULTURA-HORTICULTURA            	5	3	0
4	1399	AGRICULTURA Y PASTURA                             	6	2	0
4	1403	FILOSOFIA Y ANTROPOLOGÍA SOCIAL                   	153	15	15
4	1404	ORIENT.EDUC.Y SOCIOLABORAL SERV.SOCIAL Y PROD.COMU	258	11	8
4	1405	INVESTIGACIÓN SOCIAL Y ESTADÍSTICA                	137	103	101
4	1406	AGROECOLOGIA-METEROLOGÍA-BIOLOGIA GRAL.           	4	2	0
4	1407	ADMIN.RECURSOS NATUR.GEOLOGICOS Y EDAFOLOGICOS    	1	0	0
4	1408	LEGISLACIÓN AMBIENTAL-EVAL. IMPACTO AMBIENTAL     	1	0	0
4	1409	METOD.DE LA INVEST. SOCIOLOGIA.RURAL Y URBANA     	2	1	0
4	1410	DISEÑO Y ELAB. DE PROY.ECONOMÍA AMBIENTAL         	2	0	0
4	1416	CONTABILIDAD Y LEGISLACIÓN APLICADA               	11	10	2
4	1417	TURISMO Y ECOTURISMO                              	2	0	0
4	1418	ENFERMERÍA Y PRÁCTICA                             	5	5	1
4	1419	SALUD PÚBLICA Y COMUNITARIA                       	6	6	2
4	1425	INSTALACIÓN INDUSTRIAL -CÁLCULOS MECÁNICOS        	3	0	0
4	1426	TALLER MECÁNICO -MANTEN. MECAN.Y TECN. MATERIALES 	1	0	0
4	1427	DIBUJO                                            	1	0	0
4	1435	GEOLOGIA Y EDUCACION AMBIENTAL Y SALUD            	21	0	0
4	1436	TRABAJO ARTESANALES                               	1	0	0
4	1437	EQUIPOS ARTESANALES                               	1	0	0
4	1442	TECNOLOG. ALTERNATIVA-INDUST. ALIMENT. Y ORGANICAS	2	0	0
4	1486	LOGICA MATEMATICA Y ESTADISTICA                   	15	13	12
5	5	HISTORIA Y GEOGRAFIA                              	348	232	180
5	7	PROYECTO EDUCATIVO COMUNITARIO/PARTIC. COMUNITARIA	3	0	0
5	12	RELIGION / CATEQUESIS/ ESTUDIO BIBLICO            	1	0	0
5	13	CIENCIAS DE LA NATURALEZA Y SALUD                 	330	157	130
5	23	ADMINISTRACION FINANCIERA                         	17	1	1
5	25	ADMINISTRACION RURAL                              	1	0	0
5	28	ADMINISTRACION DE EMPRESAS                        	37	26	12
5	31	ADMINISTRACION Y LEGISLACION LABORAL              	1	0	0
5	38	EDUCACION/FORMACION ETICA Y CIUDADANA             	332	200	156
5	39	SOCIOLOGIA Y ANTROPOLOGIA CULTURAL                	62	20	13
5	47	ALEMAN                                            	1	0	0
5	49	ALGORITMIA/ALGORITMICA                            	24	15	6
5	56	ANATOMIA Y FISIOLOGIA                             	4	0	0
5	102	SALUD (EDUC SANITARIA/EDUC P SALUD)               	10	1	1
5	110	BIOLOGIA                                          	28	18	11
5	139	CALCULO MERCANTILES Y FINANCIEROS                 	34	16	6
5	154	INSTALACIONES NEUMATICA-HIDRAULICAS               	1	0	0
5	155	CIENCIAS NATURALES                                	2	2	2
5	174	ECONOMIA/AGROPECUARIA Y ADMINISTRACION RURAL      	33	0	0
5	175	MAQUINARIAS Y APEROS AGRICOLAS                    	29	0	0
5	185	CONTABILIDAD/CONTABILIDAD GENERAL                 	2	2	1
5	190	COMUNICACION/PRINCIPIOS                           	6	5	5
5	192	CONTABILIDAD Y GABINETE DE GESTION                	15	12	6
5	198	CULTURA RELIGIOSA                                 	1	0	0
5	230	DIBUJO TECNICO                                    	18	5	3
5	233	EDUCACION AMBIENTAL Y SALUD                       	3	1	0
5	261	DISEÑO Y PROYECTO                                 	4	0	0
5	270	ECONOMIA/NOCIONES                                 	13	7	5
5	283	EDUCACION ARTISTICA/ARTES/EDUC. PARA EL ARTE      	314	147	145
5	293	EDUCACION FISICA/Y SUS TECNOLOGIAS/TEORÍA Y PRÁCT.	251	153	147
5	310	ECONOMIA Y GESTION                                	330	185	122
5	313	GESTION EMPRESARIAL                               	1	1	1
5	314	DISEÑO Y PROYECTO MECANICO                        	2	0	0
5	320	ELECTRONICA                                       	3	0	0
5	322	ELECTRONICA INDUSTRIAL                            	1	0	0
5	323	ELECTROTECNIA                                     	1	0	0
5	352	ORIENT. EDUCACIONAL Y SOCIOLABORAL (EDUC. EN VALOR	83	1	1
5	353	FARMACOLOGIA                                      	4	2	1
5	360	ESTADISTICA/APLICADA/PROBABILIDAD                 	1	1	1
5	361	ESTABILIDAD Y RESISTENCIA DE MATERIALES           	3	0	0
5	365	FILOSOFIA (E.M)                                   	1	0	0
5	370	FISICA                                            	325	18	18
5	377	FOTOGRAFIA                                        	1	0	0
5	383	GABINETE DE INFORMATICA - LABORATORIO             	24	20	9
5	384	GANADO MAYOR                                      	19	14	4
5	387	GRAFICA COMPUTARIZADA                             	1	0	0
5	388	GANADO MENOR                                      	20	17	3
5	391	GEOLOGIA                                          	1	0	0
5	393	PEDAGOGIA Y METODOLOGIA ESPEC. AL SORDO           	1	0	0
5	397	POLITICA/FILOSOFIA POLITICA                       	189	97	75
5	403	PORTUGUES                                         	3	0	0
5	406	ANALISIS DEL DISCURSO                             	12	8	8
5	408	LOGICA MATEMATICA (Y TEORIA DE CONJUNTOS) (ED. SUP	1	1	1
5	409	LABORATORIO DE ELECTROTECNIA(ELECTROT.-LABORAT)   	5	2	2
5	411	TALLER MECANICO                                   	1	0	0
5	418	MERCADOTECNIA Y GABINETE (INFORMATICA)            	3	1	1
5	419	SEMINARIO CONTABLE/GABINETE CONTABLE              	26	23	10
5	420	GUARANI (GUARA ÑEE                                	437	398	374
5	426	HISTORIA DEL DISEÑO                               	1	0	0
5	429	PATOLOGIA/PATOLOGIA GENERAL                       	7	2	1
5	435	INGLES                                            	206	37	33
5	436	INFORMATICA / APLICACIONES INFORMATICAS           	34	14	9
5	437	INSTALACIONES/ELECT.(DIB.TEC.TALLER-DIS-PROY-PRES)	5	1	1
5	452	INTRODUCCION A LA ECONOMIA                        	15	8	4
5	454	ILUSTRACION                                       	2	1	1
5	455	INDUSTRIA GRAFICA                                 	1	0	0
5	482	LABORATORIO DE MECANICA                           	4	0	0
5	483	LABORATORIO DE MATERIALES Y ENSAYOS               	1	0	0
5	492	PROYECTO EDUCATIVO DE APOYO A PRACTICA (FISICA    	1	0	0
5	512	CIENCIAS SOCIALES/CIENCIAS SOCIALES Y SUS TECNOLOG	9	8	7
5	551	CASTELLANO/LENG. Y LIT. CASTELL/LENG. Y LITERATURA	415	232	195
5	555	LITERATURA - EDUC.IDIOMATICA (BACHILLERATO)       	1	1	1
5	580	MATEMATICA / MATEMATICA Y SU DIDACTICA            	328	265	229
5	584	MATEMATICA APLICADA (INFORM. /A LA VIDA COTIDIANA)	29	23	16
5	585	MECANICA APLICADA                                 	3	0	0
5	611	MERCADOTECNIA                                     	13	7	3
5	620	MUSICA (EDUCACION MUSICAL)                        	1	1	1
5	621	NUTRICION/DIETETICA                               	7	1	1
5	635	ECOTURISMO                                        	1	0	0
5	652	PASANTIA                                          	12	0	0
5	683	PLANIFICACION Y ELABORACION DE PROYECTO           	85	0	0
5	690	PUBLICIDAD                                        	3	0	0
5	693	PSICOLOGIA (DEPORTIVA)                            	301	10	8
5	697	QUIMICA                                           	285	63	59
5	720	SOCIOLOGIA                                        	193	164	127
5	730	SEGURIDAD E HIGIENE/ALIMENTARIA                   	1	0	0
5	756	TECNICAS INSTRUMENTALES                           	3	0	0
5	781	TALLER DE DISEÑO                                  	1	1	1
5	786	GABINETE DE INFORMATICA - HARDWARE                	15	13	6
5	787	GABINETE DE INFORMATICA - SOFTWARE                	21	16	8
5	831	REFRIGERACION Y CALEFAC.DE INSTALACIONES          	1	0	0
5	862	LENGUA Y LITERATURA GUARANI                       	2	1	1
5	875	TECNOLOGIA MECANICA                               	3	0	0
5	892	ANTROPOLOGIA SOCIAL Y CULTURAL                    	260	151	102
5	942	TOPOGRAFIA (PRACTICA)                             	1	1	1
5	995	PLAN OPTATIVO/PLAN DIFERENCIADO                   	276	0	0
5	999	NO CORRESPONDE                                    	2	0	0
5	1187	MOLDES ARTESANALES                                	1	0	0
5	1215	CIENCIAS BASICAS APLICADAS                        	6	5	5
5	1245	COMUNICACION ORAL Y ESCRITA                       	16	0	0
5	1398	FRUTICULTURA-SILVICULTURA-HORTICULTURA            	30	15	2
5	1399	AGRICULTURA Y PASTURA                             	30	15	1
5	1403	FILOSOFIA Y ANTROPOLOGÍA SOCIAL                   	337	20	19
5	1404	ORIENT.EDUC.Y SOCIOLABORAL SERV.SOCIAL Y PROD.COMU	537	80	52
5	1405	INVESTIGACIÓN SOCIAL Y ESTADÍSTICA                	322	185	145
5	1406	AGROECOLOGIA-METEROLOGÍA-BIOLOGIA GRAL.           	4	1	1
5	1407	ADMIN.RECURSOS NATUR.GEOLOGICOS Y EDAFOLOGICOS    	4	0	0
5	1408	LEGISLACIÓN AMBIENTAL-EVAL. IMPACTO AMBIENTAL     	5	0	0
5	1409	METOD.DE LA INVEST. SOCIOLOGIA.RURAL Y URBANA     	2	2	2
5	1410	DISEÑO Y ELAB. DE PROY.ECONOMÍA AMBIENTAL         	3	0	0
5	1416	CONTABILIDAD Y LEGISLACIÓN APLICADA               	45	28	10
5	1418	ENFERMERÍA Y PRÁCTICA                             	10	9	2
5	1419	SALUD PÚBLICA Y COMUNITARIA                       	10	8	3
5	1425	INSTALACIÓN INDUSTRIAL -CÁLCULOS MECÁNICOS        	3	0	0
5	1426	TALLER MECÁNICO -MANTEN. MECAN.Y TECN. MATERIALES 	1	1	0
5	1428	LABORAT. Y TECNOL.(MATE.YTECN.DE CONST Y LABORAT.)	3	0	0
5	1429	TALLER DE MECÁNICA-SEGURIDAD e HIGIENE            	4	1	0
5	1435	GEOLOGIA Y EDUCACION AMBIENTAL Y SALUD            	39	6	5
5	1436	TRABAJO ARTESANALES                               	1	0	0
5	1437	EQUIPOS ARTESANALES                               	1	0	0
5	1439	PROYECTO Y DIBUJO TECNICO                         	4	3	1
5	1440	TALLER E INSTALACIONES                            	4	0	0
5	1442	TECNOLOG. ALTERNATIVA-INDUST. ALIMENT. Y ORGANICAS	2	0	0
5	1486	LOGICA MATEMATICA Y ESTADISTICA                   	38	29	23
6	1	ARTE ELEMENTAL                                    	1	0	0
6	5	HISTORIA Y GEOGRAFIA                              	157	95	93
6	13	CIENCIAS DE LA NATURALEZA Y SALUD                 	147	69	65
6	28	ADMINISTRACION DE EMPRESAS                        	4	3	3
6	29	DANZA PARAGUAYA/DANZA Y SU DIDACTICA              	2	0	0
6	38	EDUCACION/FORMACION ETICA Y CIUDADANA             	145	82	82
6	39	SOCIOLOGIA Y ANTROPOLOGIA CULTURAL                	8	0	0
6	48	TEATRO                                            	2	1	1
6	75	ARTES PLASTICAS/ARTES PLASTICAS Y SUS DIDACTICAS  	2	1	1
6	98	COSMOGRAFIA                                       	1	1	1
6	110	BIOLOGIA                                          	14	8	7
6	139	CALCULO MERCANTILES Y FINANCIEROS                 	3	1	0
6	174	ECONOMIA/AGROPECUARIA Y ADMINISTRACION RURAL      	7	0	0
6	175	MAQUINARIAS Y APEROS AGRICOLAS                    	3	0	0
6	185	CONTABILIDAD/CONTABILIDAD GENERAL                 	1	1	0
6	190	COMUNICACION/PRINCIPIOS                           	11	8	8
6	192	CONTABILIDAD Y GABINETE DE GESTION                	2	2	0
6	198	CULTURA RELIGIOSA                                 	1	0	0
6	233	EDUCACION AMBIENTAL Y SALUD                       	1	0	0
6	270	ECONOMIA/NOCIONES                                 	2	0	0
6	280	MAQUINARIAS                                       	1	0	0
6	283	EDUCACION ARTISTICA/ARTES/EDUC. PARA EL ARTE      	168	52	47
6	293	EDUCACION FISICA/Y SUS TECNOLOGIAS/TEORÍA Y PRÁCT.	138	47	47
6	310	ECONOMIA Y GESTION                                	169	64	64
6	352	ORIENT. EDUCACIONAL Y SOCIOLABORAL (EDUC. EN VALOR	9	0	0
6	370	FISICA                                            	152	15	15
6	384	GANADO MAYOR                                      	3	2	0
6	388	GANADO MENOR                                      	6	4	0
6	397	POLITICA/FILOSOFIA POLITICA                       	90	48	47
6	406	ANALISIS DEL DISCURSO                             	7	3	3
6	419	SEMINARIO CONTABLE/GABINETE CONTABLE              	4	2	2
6	420	GUARANI (GUARA ÑEE                                	200	181	181
6	424	HORTICULTURA                                      	2	0	0
6	435	INGLES                                            	126	12	12
6	436	INFORMATICA / APLICACIONES INFORMATICAS           	6	1	0
6	452	INTRODUCCION A LA ECONOMIA                        	2	1	1
6	512	CIENCIAS SOCIALES/CIENCIAS SOCIALES Y SUS TECNOLOG	10	8	8
6	514	LEGISLACION APLICADA                              	1	1	0
6	551	CASTELLANO/LENG. Y LIT. CASTELL/LENG. Y LITERATURA	202	126	126
6	562	MAQUINAS AGRICOLAS                                	1	0	0
6	580	MATEMATICA / MATEMATICA Y SU DIDACTICA            	161	135	124
6	611	MERCADOTECNIA                                     	2	1	1
6	620	MUSICA (EDUCACION MUSICAL)                        	1	1	1
6	652	PASANTIA                                          	1	0	0
6	693	PSICOLOGIA (DEPORTIVA)                            	143	5	3
6	697	QUIMICA                                           	139	24	20
6	720	SOCIOLOGIA                                        	88	62	54
6	892	ANTROPOLOGIA SOCIAL Y CULTURAL                    	131	46	40
6	995	PLAN OPTATIVO/PLAN DIFERENCIADO                   	108	0	0
6	1215	CIENCIAS BASICAS APLICADAS                        	10	4	4
6	1245	COMUNICACION ORAL Y ESCRITA                       	11	0	0
6	1397	FRUTICULTURA-SILVICULTURA                         	2	1	0
6	1398	FRUTICULTURA-SILVICULTURA-HORTICULTURA            	3	3	0
6	1399	AGRICULTURA Y PASTURA                             	5	4	0
6	1403	FILOSOFIA Y ANTROPOLOGÍA SOCIAL                   	175	11	10
6	1404	ORIENT.EDUC.Y SOCIOLABORAL SERV.SOCIAL Y PROD.COMU	268	4	2
6	1405	INVESTIGACIÓN SOCIAL Y ESTADÍSTICA                	163	88	81
6	1406	AGROECOLOGIA-METEROLOGÍA-BIOLOGIA GRAL.           	1	1	0
6	1407	ADMIN.RECURSOS NATUR.GEOLOGICOS Y EDAFOLOGICOS    	1	0	0
6	1409	METOD.DE LA INVEST. SOCIOLOGIA.RURAL Y URBANA     	1	0	0
6	1410	DISEÑO Y ELAB. DE PROY.ECONOMÍA AMBIENTAL         	1	0	0
6	1416	CONTABILIDAD Y LEGISLACIÓN APLICADA               	6	2	1
6	1435	GEOLOGIA Y EDUCACION AMBIENTAL Y SALUD            	21	1	1
6	1486	LOGICA MATEMATICA Y ESTADISTICA                   	15	12	11
7	4	COMUNICACION SOCIAL/MEDIOS DE COMUN. SOCIAL       	1	0	0
7	5	HISTORIA Y GEOGRAFIA                              	237	175	146
7	7	PROYECTO EDUCATIVO COMUNITARIO/PARTIC. COMUNITARIA	3	0	0
7	10	INVESTIGACION CIENTIF/SOCIAL/INICIACION/DIDACT/ACC	2	1	1
7	12	RELIGION / CATEQUESIS/ ESTUDIO BIBLICO            	2	1	0
7	13	CIENCIAS DE LA NATURALEZA Y SALUD                 	212	120	106
7	15	ACTIVIDAD DE REFUERZO                             	3	0	0
7	23	ADMINISTRACION FINANCIERA                         	12	0	0
7	25	ADMINISTRACION RURAL                              	2	0	0
7	28	ADMINISTRACION DE EMPRESAS                        	38	34	20
7	38	EDUCACION/FORMACION ETICA Y CIUDADANA             	225	154	125
7	39	SOCIOLOGIA Y ANTROPOLOGIA CULTURAL                	52	21	17
7	44	AGRICULTURA                                       	1	1	1
7	47	ALEMAN                                            	3	1	0
7	49	ALGORITMIA/ALGORITMICA                            	15	6	2
7	56	ANATOMIA Y FISIOLOGIA                             	5	4	1
7	66	ANALISIS INSTRUMENTAL                             	2	0	0
7	67	ANALISIS INDUSTRIAL                               	1	0	0
7	96	CONFITERIA                                        	1	0	0
7	102	SALUD (EDUC SANITARIA/EDUC P SALUD)               	7	2	2
7	110	BIOLOGIA                                          	39	24	19
7	111	BOTANICA                                          	1	0	0
7	139	CALCULO MERCANTILES Y FINANCIEROS                 	25	16	9
7	142	COMPUTACION                                       	3	3	1
7	154	INSTALACIONES NEUMATICA-HIDRAULICAS               	1	0	0
7	155	CIENCIAS NATURALES                                	5	4	3
7	174	ECONOMIA/AGROPECUARIA Y ADMINISTRACION RURAL      	13	1	1
7	175	MAQUINARIAS Y APEROS AGRICOLAS                    	9	0	0
7	185	CONTABILIDAD/CONTABILIDAD GENERAL                 	4	3	3
7	190	COMUNICACION/PRINCIPIOS                           	5	2	2
7	192	CONTABILIDAD Y GABINETE DE GESTION                	13	13	7
7	198	CULTURA RELIGIOSA                                 	4	1	0
7	230	DIBUJO TECNICO                                    	11	1	0
7	233	EDUCACION AMBIENTAL Y SALUD                       	5	3	3
7	261	DISEÑO Y PROYECTO                                 	1	0	0
7	263	DISEÑO                                            	1	0	0
7	269	AGROECOLOGIA                                      	1	0	0
7	270	ECONOMIA/NOCIONES                                 	14	11	9
7	283	EDUCACION ARTISTICA/ARTES/EDUC. PARA EL ARTE      	202	60	55
7	284	PSICOLOGIA SOCIAL                                 	1	0	0
7	286	PERIODISMO                                        	1	0	0
7	288	EDUCACION CRISTIANA                               	1	0	0
7	293	EDUCACION FISICA/Y SUS TECNOLOGIAS/TEORÍA Y PRÁCT.	163	105	88
7	298	ARITMETICA (ARITM. Y TEORIA DE CONJUNTOS)         	1	1	1
7	310	ECONOMIA Y GESTION                                	214	127	91
7	314	DISEÑO Y PROYECTO MECANICO                        	2	0	0
7	320	ELECTRONICA                                       	1	0	0
7	322	ELECTRONICA INDUSTRIAL                            	1	0	0
7	323	ELECTROTECNIA                                     	1	0	0
7	352	ORIENT. EDUCACIONAL Y SOCIOLABORAL (EDUC. EN VALOR	63	9	7
