DepartamentoCodigo	MateriaCodigo	MateriaDescripcion	totalProfesores	conTituloCompatible	conTituloYFormacionCompatible
0	436	INFORMATICA / APLICACIONES INFORMATICAS           	129	99	36
0	437	INSTALACIONES/ELECT.(DIB.TEC.TALLER-DIS-PROY-PRES)	3	1	0
0	439	INSTALACION INDUSTRIAL                            	1	0	0
0	443	ITALIANO                                          	2	0	0
0	452	INTRODUCCION A LA ECONOMIA                        	54	49	32
0	454	ILUSTRACION                                       	9	2	2
0	455	INDUSTRIA GRAFICA                                 	4	0	0
0	459	ORIENTACION EDUCACIONAL Y RELACIONES HUMANAS      	1	0	0
0	480	LABORATORIO                                       	3	2	2
0	482	LABORATORIO DE MECANICA                           	3	0	0
0	486	LABORATORIO DE ELECTRONICA                        	6	4	0
0	489	LABORATORIO DE QUIMICA/QUIMICA PRACTICA           	7	6	6
0	510	LEGISLACION                                       	2	2	2
0	512	CIENCIAS SOCIALES/CIENCIAS SOCIALES Y SUS TECNOLOG	3	3	3
0	514	LEGISLACION APLICADA                              	4	4	3
0	551	CASTELLANO/LENG. Y LIT. CASTELL/LENG. Y LITERATURA	348	284	227
0	564	GEOMETRIA Y TRIGONOMETRIA (EDUC. SUPERIOR)        	1	1	1
0	580	MATEMATICA / MATEMATICA Y SU DIDACTICA            	376	349	277
0	584	MATEMATICA APLICADA (INFORM. /A LA VIDA COTIDIANA)	58	55	42
0	585	MECANICA APLICADA                                 	5	0	0
0	597	OPERACIONES UNITARIAS                             	3	0	0
0	610	MANDOS ELECTRICOS                                 	1	0	0
0	611	MERCADOTECNIA                                     	97	92	56
0	612	METODOLOGIA DE LA INVESTIGACION (TRAB. CIENTIFICO)	5	1	1
0	620	MUSICA (EDUCACION MUSICAL)                        	1	1	1
0	621	NUTRICION/DIETETICA                               	6	4	2
0	649	GEODESIA/GEODESIA ASTRONOMICA                     	2	2	0
0	652	PASANTIA                                          	5	0	0
0	665	PRACTICA COMERCIAL                                	1	0	0
0	690	PUBLICIDAD                                        	10	0	0
0	693	PSICOLOGIA (DEPORTIVA)                            	251	107	40
0	697	QUIMICA                                           	290	219	184
0	713	SALUD COMUNITARIA                                 	1	0	0
0	720	SOCIOLOGIA                                        	174	134	108
0	730	SEGURIDAD E HIGIENE/ALIMENTARIA                   	3	0	0
0	731	SEGURIDAD E HIGIENE INDUSTRIAL                    	2	1	1
0	756	TECNICAS INSTRUMENTALES                           	6	0	0
0	759	BASES TEORICAS DE LA EVALUACION (EDUC. SUPERIOR)  	1	0	0
0	770	TALLER                                            	1	0	0
0	772	TECNOLOGIA DE ALIMENTOS/ALIMENTARIA               	2	0	0
0	773	TECNOLOGIA DE LA ENERGIA                          	3	0	0
0	781	TALLER DE DISEÑO                                  	7	1	1
0	786	GABINETE DE INFORMATICA - HARDWARE                	34	33	13
0	787	GABINETE DE INFORMATICA - SOFTWARE                	55	52	19
0	816	RECURSOS NATURALES (DEL PARAGUAY)                 	2	1	1
0	831	REFRIGERACION Y CALEFAC.DE INSTALACIONES          	1	0	0
0	841	TOPOGRAFIA (TEORIA)                               	6	3	0
0	862	LENGUA Y LITERATURA GUARANI                       	1	0	0
0	875	TECNOLOGIA MECANICA                               	4	0	0
0	889	DERECHO POLITICO                                  	1	0	0
0	892	ANTROPOLOGIA SOCIAL Y CULTURAL                    	190	106	77
0	903	HOTELERIA                                         	1	1	0
0	904	GASTRONOMIA                                       	1	1	0
0	933	ANATOMIA                                          	3	2	2
0	934	ECONOMIA                                          	3	0	0
0	935	NUTRICION DEL DEPORTISTA                          	4	1	0
0	936	CATASTRO                                          	1	0	0
0	937	CARTOGRAFIA                                       	1	1	0
0	942	TOPOGRAFIA (PRACTICA)                             	1	0	0
0	992	AGUA                                              	1	0	0
0	995	PLAN OPTATIVO/PLAN DIFERENCIADO                   	410	0	0
0	999	NO CORRESPONDE                                    	1	0	0
0	1003	PROYECTO INDUSTRIAL                               	2	0	0
0	1013	CLASIFICACION DE CAMPO                            	1	0	0
0	1014	FOTO E INTERPRETACION                             	1	0	0
0	1073	QUIMICA INORGANICA                                	2	1	1
0	1189	LEGISLACION PROFESIONAL                           	1	1	0
0	1190	RESTITUCION FOTOGRAMETRICA                        	1	1	0
0	1192	ADMINISTRACION TURISTICA                          	3	1	0
0	1215	CIENCIAS BASICAS APLICADAS                        	3	1	1
0	1245	COMUNICACION ORAL Y ESCRITA                       	32	8	5
0	1360	ARTES Y SUS TECNOLOGIAS                           	1	0	0
0	1380	LABORATORIO DE CIENC. BASIC. Y FUND. DE BIOSEGURID	4	2	2
0	1403	FILOSOFIA Y ANTROPOLOGÍA SOCIAL                   	254	62	49
0	1404	ORIENT.EDUC.Y SOCIOLABORAL SERV.SOCIAL Y PROD.COMU	417	79	29
0	1405	INVESTIGACIÓN SOCIAL Y ESTADÍSTICA                	259	154	128
0	1406	AGROECOLOGIA-METEROLOGÍA-BIOLOGIA GRAL.           	1	0	0
0	1411	INSTRUMENTAL Y GEODESIA                           	2	2	0
0	1416	CONTABILIDAD Y LEGISLACIÓN APLICADA               	159	132	102
0	1417	TURISMO Y ECOTURISMO                              	1	1	0
0	1418	ENFERMERÍA Y PRÁCTICA                             	11	8	1
0	1419	SALUD PÚBLICA Y COMUNITARIA                       	16	5	1
0	1424	TALLER AUTOMOTRIZ-SEGURIDAD e HIGIENE             	6	6	3
0	1425	INSTALACIÓN INDUSTRIAL -CÁLCULOS MECÁNICOS        	2	0	0
0	1426	TALLER MECÁNICO -MANTEN. MECAN.Y TECN. MATERIALES 	3	2	0
0	1428	LABORAT. Y TECNOL.(MATE.YTECN.DE CONST Y LABORAT.)	6	3	0
0	1429	TALLER DE MECÁNICA-SEGURIDAD e HIGIENE            	3	2	2
0	1435	GEOLOGIA Y EDUCACION AMBIENTAL Y SALUD            	91	10	6
0	1439	PROYECTO Y DIBUJO TECNICO                         	6	5	2
0	1440	TALLER E INSTALACIONES                            	3	0	0
0	1480	HIDROLOGIA                                        	1	0	0
0	1486	LOGICA MATEMATICA Y ESTADISTICA                   	90	76	60
0	1489	QUIMICA INORGANICA Y ORGANICA                     	2	1	1
1	5	HISTORIA Y GEOGRAFIA                              	147	118	112
1	7	PROYECTO EDUCATIVO COMUNITARIO/PARTIC. COMUNITARIA	2	1	1
1	12	RELIGION / CATEQUESIS/ ESTUDIO BIBLICO            	1	0	0
1	13	CIENCIAS DE LA NATURALEZA Y SALUD                 	126	68	66
1	23	ADMINISTRACION FINANCIERA                         	4	0	0
1	28	ADMINISTRACION DE EMPRESAS                        	7	7	2
1	38	EDUCACION/FORMACION ETICA Y CIUDADANA             	138	114	108
1	39	SOCIOLOGIA Y ANTROPOLOGIA CULTURAL                	20	2	2
1	49	ALGORITMIA/ALGORITMICA                            	7	4	3
1	56	ANATOMIA Y FISIOLOGIA                             	3	1	0
1	66	ANALISIS INSTRUMENTAL                             	1	0	0
1	67	ANALISIS INDUSTRIAL                               	1	0	0
1	102	SALUD (EDUC SANITARIA/EDUC P SALUD)               	10	3	1
1	110	BIOLOGIA                                          	19	11	11
1	139	CALCULO MERCANTILES Y FINANCIEROS                 	6	2	0
1	152	REDACCION COMERCIAL                               	1	1	0
1	174	ECONOMIA/AGROPECUARIA Y ADMINISTRACION RURAL      	5	0	0
1	175	MAQUINARIAS Y APEROS AGRICOLAS                    	6	0	0
1	185	CONTABILIDAD/CONTABILIDAD GENERAL                 	2	2	1
1	190	COMUNICACION/PRINCIPIOS                           	11	7	7
1	230	DIBUJO TECNICO                                    	6	0	0
1	233	EDUCACION AMBIENTAL Y SALUD                       	1	0	0
1	261	DISEÑO Y PROYECTO                                 	1	0	0
1	283	EDUCACION ARTISTICA/ARTES/EDUC. PARA EL ARTE      	149	83	82
1	293	EDUCACION FISICA/Y SUS TECNOLOGIAS/TEORÍA Y PRÁCT.	96	71	58
1	310	ECONOMIA Y GESTION                                	149	89	67
1	314	DISEÑO Y PROYECTO MECANICO                        	1	0	0
1	322	ELECTRONICA INDUSTRIAL                            	2	1	0
1	323	ELECTROTECNIA                                     	1	1	0
1	352	ORIENT. EDUCACIONAL Y SOCIOLABORAL (EDUC. EN VALOR	28	1	0
1	353	FARMACOLOGIA                                      	3	0	0
1	361	ESTABILIDAD Y RESISTENCIA DE MATERIALES           	3	1	0
1	370	FISICA                                            	105	59	59
1	377	FOTOGRAFIA                                        	1	0	0
1	380	GENETICA                                          	1	0	0
1	383	GABINETE DE INFORMATICA - LABORATORIO             	8	4	4
1	384	GANADO MAYOR                                      	2	2	0
1	387	GRAFICA COMPUTARIZADA                             	1	0	0
1	388	GANADO MENOR                                      	4	3	0
1	391	GEOLOGIA                                          	1	0	0
1	397	POLITICA/FILOSOFIA POLITICA                       	90	64	61
1	406	ANALISIS DEL DISCURSO                             	2	1	1
1	407	COMUNICACION ORAL                                 	1	1	1
1	415	FISICO-QUIMICA                                    	1	1	1
1	416	MICROBIOLOGIA INDUSTRIAL                          	1	0	0
1	417	TALLER DE SERVICIOS INDUSTRIALES                  	1	0	0
1	419	SEMINARIO CONTABLE/GABINETE CONTABLE              	7	7	1
1	420	GUARANI (GUARA ÑEE                                	186	177	177
1	429	PATOLOGIA/PATOLOGIA GENERAL                       	3	1	0
1	435	INGLES                                            	79	28	24
1	436	INFORMATICA / APLICACIONES INFORMATICAS           	8	6	4
1	452	INTRODUCCION A LA ECONOMIA                        	4	3	0
1	454	ILUSTRACION                                       	1	0	0
1	482	LABORATORIO DE MECANICA                           	1	0	0
1	489	LABORATORIO DE QUIMICA/QUIMICA PRACTICA           	1	1	0
1	512	CIENCIAS SOCIALES/CIENCIAS SOCIALES Y SUS TECNOLOG	10	8	7
1	551	CASTELLANO/LENG. Y LIT. CASTELL/LENG. Y LITERATURA	177	140	139
1	570	MARKETING/INTRODUCCION/GASTRONOMICO               	1	0	0
1	580	MATEMATICA / MATEMATICA Y SU DIDACTICA            	146	132	129
1	584	MATEMATICA APLICADA (INFORM. /A LA VIDA COTIDIANA)	6	6	4
1	585	MECANICA APLICADA                                 	1	0	0
1	597	OPERACIONES UNITARIAS                             	1	0	0
1	621	NUTRICION/DIETETICA                               	4	1	0
1	652	PASANTIA                                          	3	0	0
1	693	PSICOLOGIA (DEPORTIVA)                            	129	5	5
1	697	QUIMICA                                           	106	67	67
1	720	SOCIOLOGIA                                        	91	81	77
1	731	SEGURIDAD E HIGIENE INDUSTRIAL                    	1	0	0
1	744	SEMINARIO/DE LA FILOSOFIA/INTERDISCIPL/DE HISTORIA	1	0	0
1	756	TECNICAS INSTRUMENTALES                           	4	0	0
1	772	TECNOLOGIA DE ALIMENTOS/ALIMENTARIA               	2	0	0
1	773	TECNOLOGIA DE LA ENERGIA                          	2	0	0
1	778	TALLER DE INFORMATICA                             	1	0	0
1	781	TALLER DE DISEÑO                                  	1	0	0
1	786	GABINETE DE INFORMATICA - HARDWARE                	4	3	3
1	787	GABINETE DE INFORMATICA - SOFTWARE                	7	4	4
1	816	RECURSOS NATURALES (DEL PARAGUAY)                 	1	1	1
1	831	REFRIGERACION Y CALEFAC.DE INSTALACIONES          	1	1	0
1	875	TECNOLOGIA MECANICA                               	1	1	0
1	892	ANTROPOLOGIA SOCIAL Y CULTURAL                    	120	52	45
1	903	HOTELERIA                                         	2	2	0
1	904	GASTRONOMIA                                       	1	1	0
1	942	TOPOGRAFIA (PRACTICA)                             	2	0	0
1	995	PLAN OPTATIVO/PLAN DIFERENCIADO                   	119	0	0
1	1003	PROYECTO INDUSTRIAL                               	1	0	0
1	1192	ADMINISTRACION TURISTICA                          	2	0	0
1	1215	CIENCIAS BASICAS APLICADAS                        	11	10	9
1	1245	COMUNICACION ORAL Y ESCRITA                       	2	1	1
1	1398	FRUTICULTURA-SILVICULTURA-HORTICULTURA            	5	2	0
1	1399	AGRICULTURA Y PASTURA                             	5	3	1
1	1403	FILOSOFIA Y ANTROPOLOGÍA SOCIAL                   	150	5	5
1	1404	ORIENT.EDUC.Y SOCIOLABORAL SERV.SOCIAL Y PROD.COMU	257	43	35
1	1405	INVESTIGACIÓN SOCIAL Y ESTADÍSTICA                	163	110	100
1	1406	AGROECOLOGIA-METEROLOGÍA-BIOLOGIA GRAL.           	2	0	0
1	1407	ADMIN.RECURSOS NATUR.GEOLOGICOS Y EDAFOLOGICOS    	1	0	0
1	1408	LEGISLACIÓN AMBIENTAL-EVAL. IMPACTO AMBIENTAL     	1	0	0
1	1410	DISEÑO Y ELAB. DE PROY.ECONOMÍA AMBIENTAL         	1	0	0
1	1416	CONTABILIDAD Y LEGISLACIÓN APLICADA               	10	10	3
1	1417	TURISMO Y ECOTURISMO                              	2	2	0
1	1418	ENFERMERÍA Y PRÁCTICA                             	7	5	1
1	1419	SALUD PÚBLICA Y COMUNITARIA                       	6	4	1
1	1425	INSTALACIÓN INDUSTRIAL -CÁLCULOS MECÁNICOS        	3	1	0
1	1426	TALLER MECÁNICO -MANTEN. MECAN.Y TECN. MATERIALES 	1	1	0
1	1428	LABORAT. Y TECNOL.(MATE.YTECN.DE CONST Y LABORAT.)	5	1	0
1	1429	TALLER DE MECÁNICA-SEGURIDAD e HIGIENE            	2	1	0
1	1435	GEOLOGIA Y EDUCACION AMBIENTAL Y SALUD            	22	2	2
1	1439	PROYECTO Y DIBUJO TECNICO                         	5	3	2
1	1440	TALLER E INSTALACIONES                            	4	0	0
1	1486	LOGICA MATEMATICA Y ESTADISTICA                   	22	20	20
1	1489	QUIMICA INORGANICA Y ORGANICA                     	1	1	1
2	5	HISTORIA Y GEOGRAFIA                              	371	229	199
2	7	PROYECTO EDUCATIVO COMUNITARIO/PARTIC. COMUNITARIA	3	2	1
2	10	INVESTIGACION CIENTIF/SOCIAL/INICIACION/DIDACT/ACC	3	1	1
2	13	CIENCIAS DE LA NATURALEZA Y SALUD                 	319	123	116
2	23	ADMINISTRACION FINANCIERA                         	10	0	0
2	25	ADMINISTRACION RURAL                              	3	0	0
2	28	ADMINISTRACION DE EMPRESAS                        	25	15	10
2	37	TRABAJO Y TECNOLOGIA                              	1	0	0
2	38	EDUCACION/FORMACION ETICA Y CIUDADANA             	341	223	200
2	39	SOCIOLOGIA Y ANTROPOLOGIA CULTURAL                	67	21	18
2	44	AGRICULTURA                                       	2	2	0
2	47	ALEMAN                                            	2	1	0
2	48	TEATRO                                            	1	0	0
2	49	ALGORITMIA/ALGORITMICA                            	17	13	6
2	56	ANATOMIA Y FISIOLOGIA                             	11	1	0
2	102	SALUD (EDUC SANITARIA/EDUC P SALUD)               	27	3	2
2	110	BIOLOGIA                                          	30	15	15
2	139	CALCULO MERCANTILES Y FINANCIEROS                 	15	10	9
2	140	CASTELLANO - EDUC.IDIOMATICA (BASICO)             	1	1	1
2	155	CIENCIAS NATURALES                                	12	7	7
2	174	ECONOMIA/AGROPECUARIA Y ADMINISTRACION RURAL      	38	1	0
2	175	MAQUINARIAS Y APEROS AGRICOLAS                    	35	1	0
2	185	CONTABILIDAD/CONTABILIDAD GENERAL                 	1	1	1
2	190	COMUNICACION/PRINCIPIOS                           	15	8	8
2	192	CONTABILIDAD Y GABINETE DE GESTION                	10	8	5
2	223	DACTILOGRAFIA COMPUTARIZADA                       	1	0	0
2	230	DIBUJO TECNICO                                    	13	2	1
2	233	EDUCACION AMBIENTAL Y SALUD                       	14	8	3
2	261	DISEÑO Y PROYECTO                                 	7	0	0
2	269	AGROECOLOGIA                                      	1	0	0
2	270	ECONOMIA/NOCIONES                                 	7	6	3
2	283	EDUCACION ARTISTICA/ARTES/EDUC. PARA EL ARTE      	368	66	55
2	288	EDUCACION CRISTIANA                               	2	1	1
2	293	EDUCACION FISICA/Y SUS TECNOLOGIAS/TEORÍA Y PRÁCT.	333	96	81
2	310	ECONOMIA Y GESTION                                	364	172	142
2	320	ELECTRONICA                                       	1	0	0
2	323	ELECTROTECNIA                                     	5	1	0
2	352	ORIENT. EDUCACIONAL Y SOCIOLABORAL (EDUC. EN VALOR	92	3	3
2	353	FARMACOLOGIA                                      	10	2	2
2	360	ESTADISTICA/APLICADA/PROBABILIDAD                 	5	1	1
2	361	ESTABILIDAD Y RESISTENCIA DE MATERIALES           	1	0	0
2	362	ELECTRONICA ANALOGICA                             	1	0	0
2	365	FILOSOFIA (E.M)                                   	7	1	1
2	370	FISICA                                            	369	28	28
2	377	FOTOGRAFIA                                        	1	0	0
2	383	GABINETE DE INFORMATICA - LABORATORIO             	16	13	5
2	384	GANADO MAYOR                                      	27	18	3
2	387	GRAFICA COMPUTARIZADA                             	1	0	0
2	388	GANADO MENOR                                      	33	19	3
2	391	GEOLOGIA                                          	3	0	0
2	397	POLITICA/FILOSOFIA POLITICA                       	195	115	92
2	406	ANALISIS DEL DISCURSO                             	21	10	9
2	408	LOGICA MATEMATICA (Y TEORIA DE CONJUNTOS) (ED. SUP	3	2	2
2	409	LABORATORIO DE ELECTROTECNIA(ELECTROT.-LABORAT)   	2	1	0
2	411	TALLER MECANICO                                   	1	1	0
2	412	ELECTRICIDAD Y ELECTRONICA DEL AUTOMOVIL          	1	0	0
2	419	SEMINARIO CONTABLE/GABINETE CONTABLE              	23	18	12
2	420	GUARANI (GUARA ÑEE                                	444	377	366
2	424	HORTICULTURA                                      	1	0	0
2	429	PATOLOGIA/PATOLOGIA GENERAL                       	13	1	1
2	434	EQUIPOS E IMPLEMENTOS (AGRICOLA)                  	2	0	0
2	435	INGLES                                            	285	24	22
2	436	INFORMATICA / APLICACIONES INFORMATICAS           	26	5	3
2	437	INSTALACIONES/ELECT.(DIB.TEC.TALLER-DIS-PROY-PRES)	3	1	0
2	452	INTRODUCCION A LA ECONOMIA                        	12	7	4
2	459	ORIENTACION EDUCACIONAL Y RELACIONES HUMANAS      	1	0	0
2	478	PROYECTO SUPERVISADO EN PRODUCCION VEGETAL        	1	0	0
2	482	LABORATORIO DE MECANICA                           	3	0	0
2	505	SANEAMIENTO / SANEAMIENTO AMBIENTAL               	1	0	0
2	506	ALIMENTACION BASICA                               	1	0	0
2	511	LEGISLACION TRIBUTARIA                            	1	0	0
2	512	CIENCIAS SOCIALES/CIENCIAS SOCIALES Y SUS TECNOLOG	14	8	8
2	550	LEGISLACION COMERCIO EXTERIOR                     	1	0	0
2	551	CASTELLANO/LENG. Y LIT. CASTELL/LENG. Y LITERATURA	451	217	205
2	562	MAQUINAS AGRICOLAS                                	1	0	0
2	580	MATEMATICA / MATEMATICA Y SU DIDACTICA            	361	279	263
2	582	MOTORES CI                                        	4	0	0
2	584	MATEMATICA APLICADA (INFORM. /A LA VIDA COTIDIANA)	15	14	13
2	585	MECANICA APLICADA                                 	4	0	0
2	587	MECANICA/GENERAL/CUANTICA                         	1	0	0
2	592	MECANICA AUTOMOTRIZ                               	1	0	0
2	611	MERCADOTECNIA                                     	6	5	4
2	615	MICROBIOLOGIA/MICROBIOLOGIA GENERAL               	2	0	0
2	621	NUTRICION/DIETETICA                               	15	0	0
2	631	ADMINISTRACION DE LOS RECURSOS NATURALES          	1	1	1
2	632	LEGISLACION AMBIENTAL                             	2	0	0
2	635	ECOTURISMO                                        	5	3	1
2	637	RECURSOS GEOLOGICOS Y EDAFOLOGICOS                	2	0	0
2	641	TECNOLOGIA ALTERNATIVA                            	2	0	0
2	642	SOCIOLOGIA RURAL Y URBANA                         	5	0	0
2	652	PASANTIA                                          	19	0	0
2	687	ENFERMERIA(FUNDAMENTOS)/INTROD.A LA ENFER./BASICA 	3	1	1
2	693	PSICOLOGIA (DEPORTIVA)                            	323	3	3
2	697	QUIMICA                                           	307	47	44
2	715	SALUD PUBLICA/ENFERMERIA SALUD PUBLICA            	4	1	1
2	716	SOLDADURA/TRABAJO DE SOLDADURAS                   	1	0	0
2	720	SOCIOLOGIA                                        	205	166	128
2	730	SEGURIDAD E HIGIENE/ALIMENTARIA                   	1	0	0
2	742	SISTEMA OPERATIVO                                 	1	1	0
2	744	SEMINARIO/DE LA FILOSOFIA/INTERDISCIPL/DE HISTORIA	1	0	0
2	756	TECNICAS INSTRUMENTALES                           	1	0	0
2	781	TALLER DE DISEÑO                                  	1	1	0
2	786	GABINETE DE INFORMATICA - HARDWARE                	11	8	2
2	787	GABINETE DE INFORMATICA - SOFTWARE                	9	8	3
2	875	TECNOLOGIA MECANICA                               	3	2	0
2	892	ANTROPOLOGIA SOCIAL Y CULTURAL                    	249	141	97
2	935	NUTRICION DEL DEPORTISTA                          	1	0	0
2	939	CHASSIS                                           	1	0	0
2	942	TOPOGRAFIA (PRACTICA)                             	1	0	0
2	995	PLAN OPTATIVO/PLAN DIFERENCIADO                   	291	0	0
2	1004	ECONOMIA AGROPECUARIA                             	2	0	0
2	1215	CIENCIAS BASICAS APLICADAS                        	14	3	2
2	1245	COMUNICACION ORAL Y ESCRITA                       	24	1	1
2	1317	TORNO                                             	1	0	0
2	1398	FRUTICULTURA-SILVICULTURA-HORTICULTURA            	47	26	5
2	1399	AGRICULTURA Y PASTURA                             	43	22	4
2	1400	SISTEMA DE TRANSMISIÓN                            	2	0	0
2	1401	PLANIFICACION Y GESTION DE UN TALLER A            	1	0	0
2	1402	ELECTROHIDRAÚLICA                                 	1	0	0
2	1403	FILOSOFIA Y ANTROPOLOGÍA SOCIAL                   	322	9	8
2	1404	ORIENT.EDUC.Y SOCIOLABORAL SERV.SOCIAL Y PROD.COMU	508	64	48
2	1405	INVESTIGACIÓN SOCIAL Y ESTADÍSTICA                	318	212	177
2	1406	AGROECOLOGIA-METEROLOGÍA-BIOLOGIA GRAL.           	13	3	0
2	1407	ADMIN.RECURSOS NATUR.GEOLOGICOS Y EDAFOLOGICOS    	14	0	0
2	1408	LEGISLACIÓN AMBIENTAL-EVAL. IMPACTO AMBIENTAL     	10	5	1
2	1409	METOD.DE LA INVEST. SOCIOLOGIA.RURAL Y URBANA     	10	3	2
2	1410	DISEÑO Y ELAB. DE PROY.ECONOMÍA AMBIENTAL         	11	0	0
2	1416	CONTABILIDAD Y LEGISLACIÓN APLICADA               	28	17	10
2	1418	ENFERMERÍA Y PRÁCTICA                             	21	16	3
2	1419	SALUD PÚBLICA Y COMUNITARIA                       	24	17	2
2	1420	DISEÑO.PROYECT.YPRESUP.Y ANALISIS DE PRODUCTOS    	1	0	0
2	1426	TALLER MECÁNICO -MANTEN. MECAN.Y TECN. MATERIALES 	1	0	0
2	1428	LABORAT. Y TECNOL.(MATE.YTECN.DE CONST Y LABORAT.)	2	0	0
2	1429	TALLER DE MECÁNICA-SEGURIDAD e HIGIENE            	5	1	0
2	1435	GEOLOGIA Y EDUCACION AMBIENTAL Y SALUD            	43	4	4
2	1439	PROYECTO Y DIBUJO TECNICO                         	2	2	2
2	1440	TALLER E INSTALACIONES                            	2	0	0
2	1442	TECNOLOG. ALTERNATIVA-INDUST. ALIMENT. Y ORGANICAS	5	0	0
2	1486	LOGICA MATEMATICA Y ESTADISTICA                   	36	25	25
3	3	MADERA (TALLER)                                   	1	0	0
3	5	HISTORIA Y GEOGRAFIA                              	179	141	135
3	7	PROYECTO EDUCATIVO COMUNITARIO/PARTIC. COMUNITARIA	1	0	0
3	12	RELIGION / CATEQUESIS/ ESTUDIO BIBLICO            	2	1	0
3	13	CIENCIAS DE LA NATURALEZA Y SALUD                 	154	81	77
3	16	ACONDICIONADOR DE AIRE                            	1	0	0
3	23	ADMINISTRACION FINANCIERA                         	8	1	1
3	28	ADMINISTRACION DE EMPRESAS                        	30	28	19
3	38	EDUCACION/FORMACION ETICA Y CIUDADANA             	169	121	114
3	39	SOCIOLOGIA Y ANTROPOLOGIA CULTURAL                	54	5	5
3	44	AGRICULTURA                                       	1	0	0
3	48	TEATRO                                            	1	1	1
3	49	ALGORITMIA/ALGORITMICA                            	12	11	4
3	56	ANATOMIA Y FISIOLOGIA                             	7	3	0
3	67	ANALISIS INDUSTRIAL                               	1	0	0
3	102	SALUD (EDUC SANITARIA/EDUC P SALUD)               	6	1	0
3	110	BIOLOGIA                                          	24	12	12
3	119	PROYECTO PEDAGOGICO (PASANTIA)                    	7	4	4
3	139	CALCULO MERCANTILES Y FINANCIEROS                 	25	19	13
3	152	REDACCION COMERCIAL                               	1	1	1
3	174	ECONOMIA/AGROPECUARIA Y ADMINISTRACION RURAL      	15	0	0
3	175	MAQUINARIAS Y APEROS AGRICOLAS                    	13	1	1
3	185	CONTABILIDAD/CONTABILIDAD GENERAL                 	5	5	2
3	190	COMUNICACION/PRINCIPIOS                           	2	1	1
3	192	CONTABILIDAD Y GABINETE DE GESTION                	7	7	4
3	230	DIBUJO TECNICO                                    	13	3	3
3	233	EDUCACION AMBIENTAL Y SALUD                       	4	2	2
3	261	DISEÑO Y PROYECTO                                 	3	0	0
3	270	ECONOMIA/NOCIONES                                 	5	5	2
3	283	EDUCACION ARTISTICA/ARTES/EDUC. PARA EL ARTE      	155	98	95
3	286	PERIODISMO                                        	1	0	0
3	293	EDUCACION FISICA/Y SUS TECNOLOGIAS/TEORÍA Y PRÁCT.	124	114	112
3	310	ECONOMIA Y GESTION                                	165	99	88
3	320	ELECTRONICA                                       	3	0	0
3	321	ELECTRONICA DIGITAL                               	1	0	0
3	322	ELECTRONICA INDUSTRIAL                            	1	1	0
3	323	ELECTROTECNIA                                     	5	1	0
3	332	ELEMENTOS DE TECNOLOGIA                           	1	0	0
3	347	EDUCACION RITMICA                                 	1	0	0
3	352	ORIENT. EDUCACIONAL Y SOCIOLABORAL (EDUC. EN VALOR	94	7	6
3	353	FARMACOLOGIA                                      	7	0	0
3	361	ESTABILIDAD Y RESISTENCIA DE MATERIALES           	1	1	0
3	362	ELECTRONICA ANALOGICA                             	1	1	0
3	365	FILOSOFIA (E.M)                                   	1	0	0
3	368	TECNOLOGIA AUTOMOTRIZ                             	1	1	1
3	370	FISICA                                            	145	43	41
3	377	FOTOGRAFIA                                        	1	1	0
3	379	LABORATORIO DIESEL                                	1	0	0
3	383	GABINETE DE INFORMATICA - LABORATORIO             	12	12	5
3	384	GANADO MAYOR                                      	10	6	0
3	387	GRAFICA COMPUTARIZADA                             	2	0	0
3	388	GANADO MENOR                                      	10	8	0
3	397	POLITICA/FILOSOFIA POLITICA                       	84	50	48
3	403	PORTUGUES                                         	2	1	1
3	406	ANALISIS DEL DISCURSO                             	19	12	12
3	409	LABORATORIO DE ELECTROTECNIA(ELECTROT.-LABORAT)   	6	4	1
3	411	TALLER MECANICO                                   	3	0	0
3	412	ELECTRICIDAD Y ELECTRONICA DEL AUTOMOVIL          	1	0	0
3	418	MERCADOTECNIA Y GABINETE (INFORMATICA)            	3	1	0
3	419	SEMINARIO CONTABLE/GABINETE CONTABLE              	24	21	14
3	420	GUARANI (GUARA ÑEE                                	221	219	217
3	426	HISTORIA DEL DISEÑO                               	1	0	0
3	429	PATOLOGIA/PATOLOGIA GENERAL                       	3	3	0
3	435	INGLES                                            	80	43	42
3	436	INFORMATICA / APLICACIONES INFORMATICAS           	26	19	9
3	437	INSTALACIONES/ELECT.(DIB.TEC.TALLER-DIS-PROY-PRES)	5	2	0
3	452	INTRODUCCION A LA ECONOMIA                        	16	15	12
3	454	ILUSTRACION                                       	1	0	0
3	455	INDUSTRIA GRAFICA                                 	1	0	0
3	482	LABORATORIO DE MECANICA                           	2	0	0
3	486	LABORATORIO DE ELECTRONICA                        	1	1	0
3	512	CIENCIAS SOCIALES/CIENCIAS SOCIALES Y SUS TECNOLOG	2	1	1
3	551	CASTELLANO/LENG. Y LIT. CASTELL/LENG. Y LITERATURA	212	170	168
3	570	MARKETING/INTRODUCCION/GASTRONOMICO               	2	0	0
3	573	MATERIALES                                        	1	0	0
3	580	MATEMATICA / MATEMATICA Y SU DIDACTICA            	153	147	129
3	584	MATEMATICA APLICADA (INFORM. /A LA VIDA COTIDIANA)	10	8	7
3	585	MECANICA APLICADA                                 	5	0	0
3	611	MERCADOTECNIA                                     	5	5	3
