SectorCodigo	MateriaCodigo	MateriaDescripcion	totalProfesores	conTituloCompatible	conTituloYFormacionCompatible
1	407	COMUNICACION ORAL                                 	4	3	3
1	408	LOGICA MATEMATICA (Y TEORIA DE CONJUNTOS) (ED. SUP	28	24	22
1	409	LABORATORIO DE ELECTROTECNIA(ELECTROT.-LABORAT)   	54	26	9
1	411	TALLER MECANICO                                   	22	6	1
1	412	ELECTRICIDAD Y ELECTRONICA DEL AUTOMOVIL          	7	0	0
1	413	CALCULO DIFERENCIAL E INTEGRAL                    	8	0	0
1	414	QUIMICA ANALITICA                                 	13	12	11
1	415	FISICO-QUIMICA                                    	14	10	9
1	416	MICROBIOLOGIA INDUSTRIAL                          	10	3	1
1	417	TALLER DE SERVICIOS INDUSTRIALES                  	11	2	1
1	418	MERCADOTECNIA Y GABINETE (INFORMATICA)            	18	10	7
1	419	SEMINARIO CONTABLE/GABINETE CONTABLE              	422	391	278
1	420	GUARANI (GUARA ÑEE                                	3758	3448	3345
1	421	HIGIENE HOSPITALARIA                              	1	0	0
1	424	HORTICULTURA                                      	10	1	0
1	426	HISTORIA DEL DISEÑO                               	4	0	0
1	429	PATOLOGIA/PATOLOGIA GENERAL                       	49	18	4
1	434	EQUIPOS E IMPLEMENTOS (AGRICOLA)                  	3	0	0
1	435	INGLES                                            	1644	604	566
1	436	INFORMATICA / APLICACIONES INFORMATICAS           	336	186	91
1	437	INSTALACIONES/ELECT.(DIB.TEC.TALLER-DIS-PROY-PRES)	50	17	6
1	439	INSTALACION INDUSTRIAL                            	1	0	0
1	452	INTRODUCCION A LA ECONOMIA                        	192	156	116
1	454	ILUSTRACION                                       	12	6	6
1	455	INDUSTRIA GRAFICA                                 	5	0	0
1	478	PROYECTO SUPERVISADO EN PRODUCCION VEGETAL        	1	0	0
1	480	LABORATORIO                                       	2	0	0
1	482	LABORATORIO DE MECANICA                           	22	1	0
1	483	LABORATORIO DE MATERIALES Y ENSAYOS               	2	0	0
1	486	LABORATORIO DE ELECTRONICA                        	9	7	0
1	489	LABORATORIO DE QUIMICA/QUIMICA PRACTICA           	8	7	6
1	492	PROYECTO EDUCATIVO DE APOYO A PRACTICA (FISICA    	1	0	0
1	505	SANEAMIENTO / SANEAMIENTO AMBIENTAL               	1	0	0
1	506	ALIMENTACION BASICA                               	1	0	0
1	510	LEGISLACION                                       	2	2	2
1	511	LEGISLACION TRIBUTARIA                            	4	0	0
1	512	CIENCIAS SOCIALES/CIENCIAS SOCIALES Y SUS TECNOLOG	102	69	65
1	514	LEGISLACION APLICADA                              	11	11	9
1	519	LITERATURA EXTRANJERA (INGLESA                    	1	1	1
1	550	LEGISLACION COMERCIO EXTERIOR                     	1	0	0
1	551	CASTELLANO/LENG. Y LIT. CASTELL/LENG. Y LITERATURA	3460	2354	2199
1	554	LENGUAJE DE COMPUTACION                           	2	0	0
1	555	LITERATURA - EDUC.IDIOMATICA (BACHILLERATO)       	3	3	3
1	562	MAQUINAS AGRICOLAS                                	3	0	0
1	565	MANEJO Y CONSERV.DE RECURSOS NATURALES            	1	0	0
1	570	MARKETING/INTRODUCCION/GASTRONOMICO               	4	0	0
1	573	MATERIALES                                        	1	0	0
1	580	MATEMATICA / MATEMATICA Y SU DIDACTICA            	3055	2686	2411
1	582	MOTORES CI                                        	4	0	0
1	583	MATEMATICA FINANCIERA                             	1	0	0
1	584	MATEMATICA APLICADA (INFORM. /A LA VIDA COTIDIANA)	218	190	145
1	585	MECANICA APLICADA                                 	25	0	0
1	587	MECANICA/GENERAL/CUANTICA                         	1	0	0
1	590	ORIENTACION                                       	3	2	2
1	592	MECANICA AUTOMOTRIZ                               	1	0	0
1	597	OPERACIONES UNITARIAS                             	12	0	0
1	605	MAQUINAS Y EQUIPOS                                	1	0	0
1	610	MANDOS ELECTRICOS                                 	2	0	0
1	611	MERCADOTECNIA                                     	179	164	107
1	612	METODOLOGIA DE LA INVESTIGACION (TRAB. CIENTIFICO)	16	10	10
1	615	MICROBIOLOGIA/MICROBIOLOGIA GENERAL               	2	0	0
1	620	MUSICA (EDUCACION MUSICAL)                        	10	8	8
1	621	NUTRICION/DIETETICA                               	59	26	5
1	624	ORIENTACION EDUCACIONAL Y OCUPACIONAL             	1	0	0
1	631	ADMINISTRACION DE LOS RECURSOS NATURALES          	1	1	1
1	632	LEGISLACION AMBIENTAL                             	3	0	0
1	635	ECOTURISMO                                        	14	6	2
1	637	RECURSOS GEOLOGICOS Y EDAFOLOGICOS                	2	0	0
1	641	TECNOLOGIA ALTERNATIVA                            	2	0	0
1	642	SOCIOLOGIA RURAL Y URBANA                         	5	0	0
1	649	GEODESIA/GEODESIA ASTRONOMICA                     	2	2	0
1	650	PASTURA Y FORRAJE                                 	1	0	0
1	652	PASANTIA                                          	69	0	0
1	660	PRACTICA DE CAMPO                                 	1	0	0
1	665	PRACTICA COMERCIAL                                	1	0	0
1	675	PRODUCCION VEGETAL                                	1	0	0
1	676	PRODUCCION ANIMAL                                 	1	1	0
1	683	PLANIFICACION Y ELABORACION DE PROYECTO           	84	0	0
1	687	ENFERMERIA(FUNDAMENTOS)/INTROD.A LA ENFER./BASICA 	4	2	1
1	690	PUBLICIDAD                                        	16	1	1
1	691	PROYECTO / SOCIAL                                 	1	0	0
1	693	PSICOLOGIA (DEPORTIVA)                            	2530	207	123
1	697	QUIMICA                                           	2378	1005	914
1	699	TEJIDO ARTESANAL                                  	1	0	0
1	700	SILVICULTURA                                      	1	0	0
1	713	SALUD COMUNITARIA                                 	3	0	0
1	715	SALUD PUBLICA/ENFERMERIA SALUD PUBLICA            	5	1	1
1	716	SOLDADURA/TRABAJO DE SOLDADURAS                   	1	0	0
1	720	SOCIOLOGIA                                        	1593	1344	1147
1	730	SEGURIDAD E HIGIENE/ALIMENTARIA                   	7	0	0
1	731	SEGURIDAD E HIGIENE INDUSTRIAL                    	14	3	1
1	742	SISTEMA OPERATIVO                                 	1	1	0
1	744	SEMINARIO/DE LA FILOSOFIA/INTERDISCIPL/DE HISTORIA	3	2	1
1	756	TECNICAS INSTRUMENTALES                           	36	0	0
1	759	BASES TEORICAS DE LA EVALUACION (EDUC. SUPERIOR)  	1	0	0
1	761	DIAGNOSTICO DE LA EDUCAC. PARAGUAYA/HISTORIA      	4	0	0
1	770	TALLER                                            	1	0	0
1	772	TECNOLOGIA DE ALIMENTOS/ALIMENTARIA               	14	0	0
1	773	TECNOLOGIA DE LA ENERGIA                          	11	0	0
1	781	TALLER DE DISEÑO                                  	8	4	4
1	784	TECNOLOGIA TEXTIL                                 	1	0	0
1	786	GABINETE DE INFORMATICA - HARDWARE                	118	104	43
1	787	GABINETE DE INFORMATICA - SOFTWARE                	170	144	66
1	816	RECURSOS NATURALES (DEL PARAGUAY)                 	13	7	7
1	831	REFRIGERACION Y CALEFAC.DE INSTALACIONES          	10	3	1
1	841	TOPOGRAFIA (TEORIA)                               	6	3	0
1	862	LENGUA Y LITERATURA GUARANI                       	13	8	7
1	875	TECNOLOGIA MECANICA                               	20	5	2
1	889	DERECHO POLITICO                                  	1	0	0
1	892	ANTROPOLOGIA SOCIAL Y CULTURAL                    	2013	1076	859
1	895	PRODUCCION AGRICOLA DE RENTA                      	1	0	0
1	903	HOTELERIA                                         	12	8	0
1	904	GASTRONOMIA                                       	12	2	0
1	933	ANATOMIA                                          	15	5	4
1	934	ECONOMIA                                          	3	0	0
1	935	NUTRICION DEL DEPORTISTA                          	15	7	1
1	936	CATASTRO                                          	1	0	0
1	937	CARTOGRAFIA                                       	1	1	0
1	939	CHASSIS                                           	1	0	0
1	942	TOPOGRAFIA (PRACTICA)                             	14	1	1
1	955	ENFERMEDADES DE ADULTOS                           	2	0	0
1	992	AGUA                                              	1	0	0
1	995	PLAN OPTATIVO/PLAN DIFERENCIADO                   	2570	0	0
1	999	NO CORRESPONDE                                    	12	0	0
1	1003	PROYECTO INDUSTRIAL                               	8	0	0
1	1004	ECONOMIA AGROPECUARIA                             	5	0	0
1	1013	CLASIFICACION DE CAMPO                            	1	0	0
1	1014	FOTO E INTERPRETACION                             	1	0	0
1	1043	PROFETAS                                          	1	0	0
1	1073	QUIMICA INORGANICA                                	2	1	1
1	1187	MOLDES ARTESANALES                                	1	0	0
1	1189	LEGISLACION PROFESIONAL                           	1	1	0
1	1190	RESTITUCION FOTOGRAMETRICA                        	1	1	0
1	1192	ADMINISTRACION TURISTICA                          	14	6	0
1	1215	CIENCIAS BASICAS APLICADAS                        	104	40	38
1	1245	COMUNICACION ORAL Y ESCRITA                       	232	17	12
1	1317	TORNO                                             	1	0	0
1	1380	LABORATORIO DE CIENC. BASIC. Y FUND. DE BIOSEGURID	1	1	1
1	1397	FRUTICULTURA-SILVICULTURA                         	4	2	0
1	1398	FRUTICULTURA-SILVICULTURA-HORTICULTURA            	165	89	18
1	1399	AGRICULTURA Y PASTURA                             	166	86	15
1	1400	SISTEMA DE TRANSMISIÓN                            	2	0	0
1	1401	PLANIFICACION Y GESTION DE UN TALLER A            	2	0	0
1	1402	ELECTROHIDRAÚLICA                                 	1	0	0
1	1403	FILOSOFIA Y ANTROPOLOGÍA SOCIAL                   	2811	200	174
1	1404	ORIENT.EDUC.Y SOCIOLABORAL SERV.SOCIAL Y PROD.COMU	4537	580	420
1	1405	INVESTIGACIÓN SOCIAL Y ESTADÍSTICA                	2628	1661	1437
1	1406	AGROECOLOGIA-METEROLOGÍA-BIOLOGIA GRAL.           	68	14	4
1	1407	ADMIN.RECURSOS NATUR.GEOLOGICOS Y EDAFOLOGICOS    	59	0	0
1	1408	LEGISLACIÓN AMBIENTAL-EVAL. IMPACTO AMBIENTAL     	59	19	8
1	1409	METOD.DE LA INVEST. SOCIOLOGIA.RURAL Y URBANA     	55	25	20
1	1410	DISEÑO Y ELAB. DE PROY.ECONOMÍA AMBIENTAL         	49	0	0
1	1411	INSTRUMENTAL Y GEODESIA                           	2	2	0
1	1414	DERECHO DE FAMILIA                                	1	0	0
1	1416	CONTABILIDAD Y LEGISLACIÓN APLICADA               	532	420	300
1	1417	TURISMO Y ECOTURISMO                              	13	10	2
1	1418	ENFERMERÍA Y PRÁCTICA                             	96	70	12
1	1419	SALUD PÚBLICA Y COMUNITARIA                       	116	59	16
1	1420	DISEÑO.PROYECT.YPRESUP.Y ANALISIS DE PRODUCTOS    	2	0	0
1	1421	PLANEAM.                                          	1	0	0
1	1422	ENTRENAMIENTO OPERACIONAL                         	2	0	0
1	1424	TALLER AUTOMOTRIZ-SEGURIDAD e HIGIENE             	11	8	4
1	1425	INSTALACIÓN INDUSTRIAL -CÁLCULOS MECÁNICOS        	22	3	0
1	1426	TALLER MECÁNICO -MANTEN. MECAN.Y TECN. MATERIALES 	16	7	1
1	1427	DIBUJO                                            	1	0	0
1	1428	LABORAT. Y TECNOL.(MATE.YTECN.DE CONST Y LABORAT.)	45	11	3
1	1429	TALLER DE MECÁNICA-SEGURIDAD e HIGIENE            	25	6	2
1	1435	GEOLOGIA Y EDUCACION AMBIENTAL Y SALUD            	566	32	28
1	1436	TRABAJO ARTESANALES                               	3	0	0
1	1437	EQUIPOS ARTESANALES                               	1	0	0
1	1438	MODELAJE E INFORMATICA                            	1	0	0
1	1439	PROYECTO Y DIBUJO TECNICO                         	40	26	10
1	1440	TALLER E INSTALACIONES                            	36	0	0
1	1442	TECNOLOG. ALTERNATIVA-INDUST. ALIMENT. Y ORGANICAS	22	0	0
1	1480	HIDROLOGIA                                        	1	0	0
1	1486	LOGICA MATEMATICA Y ESTADISTICA                   	499	396	350
1	1489	QUIMICA INORGANICA Y ORGANICA                     	3	2	2
1	1590	DISEÑO MECANICO                                   	1	0	0
2	4	COMUNICACION SOCIAL/MEDIOS DE COMUN. SOCIAL       	1	0	0
2	5	HISTORIA Y GEOGRAFIA                              	454	281	245
2	6	PROYECTO EDUCATIVO/INSTITUCIONAL/ELABORACION      	1	0	0
2	7	PROYECTO EDUCATIVO COMUNITARIO/PARTIC. COMUNITARIA	8	1	1
2	10	INVESTIGACION CIENTIF/SOCIAL/INICIACION/DIDACT/ACC	8	5	4
2	12	RELIGION / CATEQUESIS/ ESTUDIO BIBLICO            	18	7	3
2	13	CIENCIAS DE LA NATURALEZA Y SALUD                 	427	161	151
2	23	ADMINISTRACION FINANCIERA                         	84	11	5
2	28	ADMINISTRACION DE EMPRESAS                        	151	122	55
2	29	DANZA PARAGUAYA/DANZA Y SU DIDACTICA              	3	2	0
2	34	PUERICULTURA                                      	1	0	0
2	38	EDUCACION/FORMACION ETICA Y CIUDADANA             	483	235	210
2	39	SOCIOLOGIA Y ANTROPOLOGIA CULTURAL                	185	27	17
2	47	ALEMAN                                            	25	14	6
2	48	TEATRO                                            	2	2	1
2	49	ALGORITMIA/ALGORITMICA                            	108	87	23
2	56	ANATOMIA Y FISIOLOGIA                             	36	10	4
2	58	APLICACION DE LA LOGICA DIGITAL                   	1	0	0
2	66	ANALISIS INSTRUMENTAL                             	1	0	0
2	67	ANALISIS INDUSTRIAL                               	1	0	0
2	102	SALUD (EDUC SANITARIA/EDUC P SALUD)               	49	14	10
2	110	BIOLOGIA                                          	120	59	46
2	139	CALCULO MERCANTILES Y FINANCIEROS                 	79	57	31
2	142	COMPUTACION                                       	4	4	1
2	152	REDACCION COMERCIAL                               	1	1	1
2	154	INSTALACIONES NEUMATICA-HIDRAULICAS               	1	1	0
2	155	CIENCIAS NATURALES                                	4	2	1
2	157	METODOLOGIA DE ESTUDIO                            	1	0	0
2	161	COMUNICACION ESCRITA                              	1	0	0
2	174	ECONOMIA/AGROPECUARIA Y ADMINISTRACION RURAL      	12	1	0
2	175	MAQUINARIAS Y APEROS AGRICOLAS                    	10	2	0
2	185	CONTABILIDAD/CONTABILIDAD GENERAL                 	15	11	6
2	192	CONTABILIDAD Y GABINETE DE GESTION                	87	79	39
2	198	CULTURA RELIGIOSA                                 	32	11	8
2	223	DACTILOGRAFIA COMPUTARIZADA                       	1	0	0
2	230	DIBUJO TECNICO                                    	88	6	1
2	233	EDUCACION AMBIENTAL Y SALUD                       	3	1	1
2	261	DISEÑO Y PROYECTO                                 	1	0	0
2	263	DISEÑO                                            	1	0	0
2	270	ECONOMIA/NOCIONES                                 	85	59	31
2	283	EDUCACION ARTISTICA/ARTES/EDUC. PARA EL ARTE      	376	194	172
2	286	PERIODISMO                                        	3	1	0
2	288	EDUCACION CRISTIANA                               	21	7	4
2	293	EDUCACION FISICA/Y SUS TECNOLOGIAS/TEORÍA Y PRÁCT.	502	447	407
2	300	LENGUA ESPAÑOLA (CASTELLANA)/MATERNA              	1	1	0
2	302	DESARROLLO COMUNITARIO                            	1	0	0
2	310	ECONOMIA Y GESTION                                	358	192	142
2	314	DISEÑO Y PROYECTO MECANICO                        	1	0	0
2	318	CIENCIAS POLITICAS                                	1	0	0
2	319	RESISTENCIA                                       	1	0	0
2	320	ELECTRONICA                                       	2	1	0
2	321	ELECTRONICA DIGITAL                               	6	5	0
2	322	ELECTRONICA INDUSTRIAL                            	5	3	0
2	323	ELECTROTECNIA                                     	5	1	0
2	332	ELEMENTOS DE TECNOLOGIA                           	4	0	0
2	352	ORIENT. EDUCACIONAL Y SOCIOLABORAL (EDUC. EN VALOR	242	36	8
2	353	FARMACOLOGIA                                      	35	3	1
2	360	ESTADISTICA/APLICADA/PROBABILIDAD                 	10	7	4
2	361	ESTABILIDAD Y RESISTENCIA DE MATERIALES           	3	2	0
2	362	ELECTRONICA ANALOGICA                             	7	6	0
2	365	FILOSOFIA (E.M)                                   	7	1	1
2	367	FRANCES                                           	3	2	1
2	368	TECNOLOGIA AUTOMOTRIZ                             	3	2	1
2	370	FISICA                                            	451	151	138
2	377	FOTOGRAFIA                                        	10	2	0
2	378	FISIOLOGIA/DEL EJERCICIO                          	1	0	0
2	379	LABORATORIO DIESEL                                	1	0	0
2	380	GENETICA                                          	1	1	1
2	383	GABINETE DE INFORMATICA - LABORATORIO             	116	103	31
2	384	GANADO MAYOR                                      	9	9	1
2	387	GRAFICA COMPUTARIZADA                             	14	6	0
2	388	GANADO MENOR                                      	11	10	1
2	391	GEOLOGIA                                          	2	0	0
2	392	ANALISIS INDUSTRIAL ORGANICO                      	2	0	0
2	397	POLITICA/FILOSOFIA POLITICA                       	220	121	95
2	403	PORTUGUES                                         	8	3	2
2	406	ANALISIS DEL DISCURSO                             	10	6	6
2	407	COMUNICACION ORAL                                 	1	0	0
2	408	LOGICA MATEMATICA (Y TEORIA DE CONJUNTOS) (ED. SUP	12	9	7
2	409	LABORATORIO DE ELECTROTECNIA(ELECTROT.-LABORAT)   	5	2	0
2	411	TALLER MECANICO                                   	1	1	0
2	412	ELECTRICIDAD Y ELECTRONICA DEL AUTOMOVIL          	3	1	0
2	413	CALCULO DIFERENCIAL E INTEGRAL                    	1	0	0
2	414	QUIMICA ANALITICA                                 	1	1	0
2	415	FISICO-QUIMICA                                    	1	1	0
2	416	MICROBIOLOGIA INDUSTRIAL                          	1	0	0
2	417	TALLER DE SERVICIOS INDUSTRIALES                  	1	0	0
2	418	MERCADOTECNIA Y GABINETE (INFORMATICA)            	10	4	1
2	419	SEMINARIO CONTABLE/GABINETE CONTABLE              	86	81	49
2	420	GUARANI (GUARA ÑEE                                	450	400	375
2	424	HORTICULTURA                                      	1	1	0
2	426	HISTORIA DEL DISEÑO                               	10	0	0
2	429	PATOLOGIA/PATOLOGIA GENERAL                       	29	8	2
2	435	INGLES                                            	394	294	242
2	436	INFORMATICA / APLICACIONES INFORMATICAS           	181	117	36
2	437	INSTALACIONES/ELECT.(DIB.TEC.TALLER-DIS-PROY-PRES)	1	1	0
2	439	INSTALACION INDUSTRIAL                            	1	0	0
2	443	ITALIANO                                          	3	1	1
2	452	INTRODUCCION A LA ECONOMIA                        	47	36	20
2	454	ILUSTRACION                                       	14	2	2
2	455	INDUSTRIA GRAFICA                                 	8	0	0
2	459	ORIENTACION EDUCACIONAL Y RELACIONES HUMANAS      	1	0	0
2	480	LABORATORIO                                       	4	3	3
2	482	LABORATORIO DE MECANICA                           	1	0	0
2	486	LABORATORIO DE ELECTRONICA                        	7	4	0
2	489	LABORATORIO DE QUIMICA/QUIMICA PRACTICA           	3	2	2
2	510	LEGISLACION                                       	1	1	1
2	543	GRAMATICA DESCRIPTIVA DEL CASTELLANO (ED.SUP)     	1	0	0
2	551	CASTELLANO/LENG. Y LIT. CASTELL/LENG. Y LITERATURA	512	372	315
2	555	LITERATURA - EDUC.IDIOMATICA (BACHILLERATO)       	1	1	1
2	564	GEOMETRIA Y TRIGONOMETRIA (EDUC. SUPERIOR)        	1	1	1
2	565	MANEJO Y CONSERV.DE RECURSOS NATURALES            	1	0	0
2	570	MARKETING/INTRODUCCION/GASTRONOMICO               	3	0	0
2	580	MATEMATICA / MATEMATICA Y SU DIDACTICA            	527	468	355
2	584	MATEMATICA APLICADA (INFORM. /A LA VIDA COTIDIANA)	106	95	64
2	585	MECANICA APLICADA                                 	4	0	0
2	597	OPERACIONES UNITARIAS                             	1	0	0
2	611	MERCADOTECNIA                                     	84	66	31
2	612	METODOLOGIA DE LA INVESTIGACION (TRAB. CIENTIFICO)	6	1	1
2	620	MUSICA (EDUCACION MUSICAL)                        	2	1	1
2	621	NUTRICION/DIETETICA                               	36	16	1
2	635	ECOTURISMO                                        	2	1	0
2	652	PASANTIA                                          	2	0	0
2	675	PRODUCCION VEGETAL                                	1	0	0
2	676	PRODUCCION ANIMAL                                 	1	0	0
2	690	PUBLICIDAD                                        	17	2	0
2	693	PSICOLOGIA (DEPORTIVA)                            	373	104	32
2	697	QUIMICA                                           	441	260	214
2	699	TEJIDO ARTESANAL                                  	1	0	0
2	720	SOCIOLOGIA                                        	224	160	129
2	730	SEGURIDAD E HIGIENE/ALIMENTARIA                   	3	1	0
2	731	SEGURIDAD E HIGIENE INDUSTRIAL                    	2	0	0
2	756	TECNICAS INSTRUMENTALES                           	3	0	0
2	772	TECNOLOGIA DE ALIMENTOS/ALIMENTARIA               	2	0	0
2	773	TECNOLOGIA DE LA ENERGIA                          	2	0	0
2	780	JAPONES                                           	1	0	0
2	781	TALLER DE DISEÑO                                  	13	3	2
2	786	GABINETE DE INFORMATICA - HARDWARE                	67	60	16
2	787	GABINETE DE INFORMATICA - SOFTWARE                	102	88	25
2	796	ORGANIZACION DEL LENGUAJE (EJA)                   	1	0	0
2	816	RECURSOS NATURALES (DEL PARAGUAY)                 	2	1	1
2	831	REFRIGERACION Y CALEFAC.DE INSTALACIONES          	1	0	0
2	862	LENGUA Y LITERATURA GUARANI                       	4	2	1
2	875	TECNOLOGIA MECANICA                               	1	0	0
2	892	ANTROPOLOGIA SOCIAL Y CULTURAL                    	220	115	81
2	903	HOTELERIA                                         	6	3	0
2	904	GASTRONOMIA                                       	7	2	0
2	933	ANATOMIA                                          	4	0	0
2	934	ECONOMIA                                          	1	0	0
2	935	NUTRICION DEL DEPORTISTA                          	3	1	0
2	942	TOPOGRAFIA (PRACTICA)                             	2	0	0
2	995	PLAN OPTATIVO/PLAN DIFERENCIADO                   	511	0	0
2	999	NO CORRESPONDE                                    	1	0	0
2	1003	PROYECTO INDUSTRIAL                               	1	0	0
2	1006	COOPERATIVISMO / INTRODUCCION                     	1	0	0
2	1192	ADMINISTRACION TURISTICA                          	7	2	0
2	1193	TURISMO                                           	1	0	0
2	1245	COMUNICACION ORAL Y ESCRITA                       	18	6	3
2	1264	NUTRICION HUMANA 2                                	1	1	0
2	1360	ARTES Y SUS TECNOLOGIAS                           	1	0	0
2	1380	LABORATORIO DE CIENC. BASIC. Y FUND. DE BIOSEGURID	4	2	2
2	1398	FRUTICULTURA-SILVICULTURA-HORTICULTURA            	11	7	1
2	1399	AGRICULTURA Y PASTURA                             	10	5	1
2	1403	FILOSOFIA Y ANTROPOLOGÍA SOCIAL                   	356	59	44
2	1404	ORIENT.EDUC.Y SOCIOLABORAL SERV.SOCIAL Y PROD.COMU	513	98	42
2	1405	INVESTIGACIÓN SOCIAL Y ESTADÍSTICA                	282	169	125
2	1406	AGROECOLOGIA-METEROLOGÍA-BIOLOGIA GRAL.           	5	4	1
2	1407	ADMIN.RECURSOS NATUR.GEOLOGICOS Y EDAFOLOGICOS    	3	0	0
2	1408	LEGISLACIÓN AMBIENTAL-EVAL. IMPACTO AMBIENTAL     	4	1	1
2	1409	METOD.DE LA INVEST. SOCIOLOGIA.RURAL Y URBANA     	5	1	1
2	1410	DISEÑO Y ELAB. DE PROY.ECONOMÍA AMBIENTAL         	3	0	0
2	1416	CONTABILIDAD Y LEGISLACIÓN APLICADA               	99	84	46
2	1417	TURISMO Y ECOTURISMO                              	6	3	0
2	1418	ENFERMERÍA Y PRÁCTICA                             	44	30	6
2	1419	SALUD PÚBLICA Y COMUNITARIA                       	50	26	4
2	1424	TALLER AUTOMOTRIZ-SEGURIDAD e HIGIENE             	3	2	0
2	1426	TALLER MECÁNICO -MANTEN. MECAN.Y TECN. MATERIALES 	1	1	0
2	1428	LABORAT. Y TECNOL.(MATE.YTECN.DE CONST Y LABORAT.)	3	1	0
2	1429	TALLER DE MECÁNICA-SEGURIDAD e HIGIENE            	1	1	1
2	1435	GEOLOGIA Y EDUCACION AMBIENTAL Y SALUD            	141	17	10
2	1439	PROYECTO Y DIBUJO TECNICO                         	2	2	0
2	1440	TALLER E INSTALACIONES                            	2	0	0
2	1442	TECNOLOG. ALTERNATIVA-INDUST. ALIMENT. Y ORGANICAS	2	0	0
2	1480	HIDROLOGIA                                        	1	0	0
2	1485	METACOGNICION COMO ESTRAT. PARA EL MEJORAMIENTO   	1	0	0
2	1486	LOGICA MATEMATICA Y ESTADISTICA                   	124	106	76
3	4	COMUNICACION SOCIAL/MEDIOS DE COMUN. SOCIAL       	1	0	0
3	5	HISTORIA Y GEOGRAFIA                              	264	197	176
3	7	PROYECTO EDUCATIVO COMUNITARIO/PARTIC. COMUNITARIA	3	1	1
3	12	RELIGION / CATEQUESIS/ ESTUDIO BIBLICO            	15	3	2
3	13	CIENCIAS DE LA NATURALEZA Y SALUD                 	230	140	133
3	23	ADMINISTRACION FINANCIERA                         	23	0	0
3	25	ADMINISTRACION RURAL                              	1	0	0
3	28	ADMINISTRACION DE EMPRESAS                        	62	54	29
3	35	LEGISLACION Y ORGANIZ.DE LA EDUC.INICIAL          	1	1	1
3	38	EDUCACION/FORMACION ETICA Y CIUDADANA             	261	176	155
3	39	SOCIOLOGIA Y ANTROPOLOGIA CULTURAL                	88	11	10
3	44	AGRICULTURA                                       	1	1	1
3	49	ALGORITMIA/ALGORITMICA                            	35	23	9
3	56	ANATOMIA Y FISIOLOGIA                             	9	3	1
3	58	APLICACION DE LA LOGICA DIGITAL                   	1	0	0
3	66	ANALISIS INSTRUMENTAL                             	1	0	0
3	67	ANALISIS INDUSTRIAL                               	2	0	0
3	102	SALUD (EDUC SANITARIA/EDUC P SALUD)               	15	3	3
3	110	BIOLOGIA                                          	53	33	31
3	115	BROMATOLOGIA                                      	2	1	0
3	119	PROYECTO PEDAGOGICO (PASANTIA)                    	1	0	0
3	124	MODELAJE                                          	1	0	0
3	126	ANALISIS DE PRODUCTO                              	1	0	0
3	139	CALCULO MERCANTILES Y FINANCIEROS                 	44	28	21
3	142	COMPUTACION                                       	1	1	0
3	152	REDACCION COMERCIAL                               	1	1	0
3	155	CIENCIAS NATURALES                                	1	1	1
3	167	CENTRALES Y REDES                                 	2	0	0
3	174	ECONOMIA/AGROPECUARIA Y ADMINISTRACION RURAL      	20	0	0
3	175	MAQUINARIAS Y APEROS AGRICOLAS                    	18	0	0
3	185	CONTABILIDAD/CONTABILIDAD GENERAL                 	5	3	1
3	192	CONTABILIDAD Y GABINETE DE GESTION                	29	29	17
3	198	CULTURA RELIGIOSA                                 	16	7	4
3	230	DIBUJO TECNICO                                    	23	2	0
3	233	EDUCACION AMBIENTAL Y SALUD                       	2	1	1
3	260	DISEÑO                                            	2	0	0
3	261	DISEÑO Y PROYECTO                                 	2	0	0
3	269	AGROECOLOGIA                                      	1	0	0
3	270	ECONOMIA/NOCIONES                                 	29	22	13
3	283	EDUCACION ARTISTICA/ARTES/EDUC. PARA EL ARTE      	212	130	127
3	284	PSICOLOGIA SOCIAL                                 	1	0	0
3	286	PERIODISMO                                        	2	1	1
3	293	EDUCACION FISICA/Y SUS TECNOLOGIAS/TEORÍA Y PRÁCT.	251	224	208
3	298	ARITMETICA (ARITM. Y TEORIA DE CONJUNTOS)         	1	1	1
3	310	ECONOMIA Y GESTION                                	215	138	100
3	313	GESTION EMPRESARIAL                               	1	1	0
3	320	ELECTRONICA                                       	9	4	0
3	321	ELECTRONICA DIGITAL                               	3	0	0
3	322	ELECTRONICA INDUSTRIAL                            	2	0	0
3	323	ELECTROTECNIA                                     	10	2	0
3	324	PRACTICA                                          	3	0	0
3	332	ELEMENTOS DE TECNOLOGIA                           	1	0	0
3	352	ORIENT. EDUCACIONAL Y SOCIOLABORAL (EDUC. EN VALOR	118	9	5
3	353	FARMACOLOGIA                                      	10	1	0
3	360	ESTADISTICA/APLICADA/PROBABILIDAD                 	3	2	2
3	362	ELECTRONICA ANALOGICA                             	3	2	1
3	368	TECNOLOGIA AUTOMOTRIZ                             	1	1	0
3	370	FISICA                                            	256	122	121
3	377	FOTOGRAFIA                                        	3	0	0
3	383	GABINETE DE INFORMATICA - LABORATORIO             	30	26	10
3	384	GANADO MAYOR                                      	18	14	2
3	387	GRAFICA COMPUTARIZADA                             	4	0	0
3	388	GANADO MENOR                                      	19	14	1
3	391	GEOLOGIA                                          	1	0	0
3	397	POLITICA/FILOSOFIA POLITICA                       	101	59	47
3	403	PORTUGUES                                         	4	2	2
3	406	ANALISIS DEL DISCURSO                             	5	4	3
3	408	LOGICA MATEMATICA (Y TEORIA DE CONJUNTOS) (ED. SUP	6	4	3
